"PUBID","FP_ADHRISKI","FP_ADPENVRI","FP_ADENRCHI"
1432,200,0,3
1433,200,100,3
1434,-4,-4,-4
1435,525,200,3
1436,525,100,2
1437,-4,-4,-4
1438,100,0,2
1439,100,0,2
1440,-4,-4,-4
1441,-4,-4,-4
1442,-4,-4,-4
1443,0,0,2
1444,-4,-4,-4
1445,0,100,2
1446,0,100,2
1447,0,0,2
1448,325,0,1
1449,-4,-4,-4
1450,-4,-4,-4
1451,-4,-4,-4
1452,0,0,2
1453,-4,-4,-4
1454,-4,-4,-4
1455,100,0,2
1456,-4,-4,-4
1457,100,0,2
1458,-4,-4,-4
1459,0,0,2
1460,100,100,3
1461,-4,-4,-4
1462,-4,-4,2
1463,-4,-4,-4
1464,0,0,2
1465,400,300,1
1466,400,300,2
1467,-4,-4,-4
1468,-4,-4,-4
1469,300,100,2
1470,300,300,2
1471,200,300,2
1472,100,200,3
1473,100,200,2
1474,-4,-4,-4
1475,200,100,2
1476,-4,-4,-4
1477,200,200,1
1478,200,0,1
1479,-4,-4,-4
1480,400,100,1
1481,400,300,1
1482,-4,-4,-4
1483,200,0,1
1484,-4,-4,-4
1485,0,0,2
1486,100,100,2
1487,-4,-4,-4
1488,-4,-4,-4
1489,200,0,2
1490,100,100,3
1491,200,0,1
1492,0,0,3
1493,100,0,2
1494,-4,-4,-4
1495,-4,-4,-4
1496,-4,-4,-4
1497,-4,-4,2
1498,400,0,2
1499,-4,-4,-4
1500,0,200,2
1501,-4,-4,-4
1502,300,200,2
1503,-4,-4,-4
1504,0,0,3
1505,-4,-4,2
1506,200,200,2
1507,100,200,1
1508,400,300,0
1509,-4,-4,1
1510,-4,-4,-4
1511,200,300,2
1512,200,200,2
1513,325,300,2
1514,-4,-4,3
1515,-4,-4,-4
1516,-4,-4,-4
1517,-4,-4,2
1518,0,0,2
1519,-4,-4,2
1520,325,125,-4
1521,-4,-4,-4
1522,0,200,2
1523,200,0,2
1524,-4,-4,-4
1525,-4,-4,-4
1526,300,0,3
1527,600,300,1
1528,-4,-4,-4
1529,100,200,2
1530,-4,-4,-4
1531,0,100,3
1532,425,100,1
1533,0,0,2
1534,-4,-4,-4
1535,200,200,2
1536,-4,-4,1
1537,-4,-4,1
1538,-4,-4,-4
1539,500,200,2
1540,800,300,1
1541,500,100,2
1542,100,0,2
1543,100,0,2
1544,200,0,2
1545,500,400,2
1546,300,400,3
1547,-4,-4,-4
1548,0,0,2
1549,0,0,2
1550,100,0,3
1551,-4,-4,-4
1552,100,0,2
1553,-4,-4,-4
1554,200,0,2
1555,-4,-4,-4
1556,400,100,2
1557,600,100,2
1558,400,100,2
1559,900,300,1
1560,300,300,2
1561,-4,-4,-4
1562,400,100,1
1563,100,100,2
1564,225,125,1
1565,200,100,2
1566,325,125,1
1568,300,0,2
1569,-4,-4,-4
1570,-4,-4,-4
1571,400,200,2
1572,100,0,2
1573,-4,-4,-4
1574,0,0,3
1575,-4,-4,-4
1576,-4,-4,-4
1577,300,0,2
1578,-4,-4,-4
1579,-4,-4,1
1580,-4,-4,-4
1581,-4,-4,-4
1582,-4,-4,-4
1583,-4,-4,-4
1584,-4,-4,2
1585,-4,-4,2
1586,100,0,1
1587,300,200,2
1588,600,100,2
1589,-4,-4,-4
1590,-4,-4,3
1591,-4,-4,2
1592,-4,-4,-4
1593,-4,-4,2
1594,-4,-4,-4
1595,300,200,2
1596,300,200,1
1597,-4,-4,3
1598,-4,-4,-4
1599,-4,-4,-4
1600,-4,-4,1
1601,325,400,1
1602,100,300,2
1603,-4,-4,-4
1604,-4,-4,-4
1605,-4,-4,2
1606,325,200,1
1607,100,200,2
1608,-4,-4,-4
1609,-4,-4,1
1610,100,100,3
1611,300,100,2
1612,0,0,3
1613,-4,-4,2
1614,-4,-4,-4
1615,300,100,2
1616,800,0,1
1617,100,0,3
1618,-4,-4,-4
1619,-4,-4,-4
1620,200,125,3
1621,-4,-4,-4
1622,0,0,3
1623,200,0,3
1624,100,100,3
1625,400,0,2
1626,300,0,2
1627,225,-4,2
1628,1175,-4,2
1629,100,0,2
1630,-4,-4,-4
1631,-4,-4,-4
1632,200,400,3
1633,-4,-4,-4
1634,0,0,3
1635,-4,-4,-4
1636,-4,-4,-4
1637,500,300,2
1638,-4,-4,-4
1639,200,200,3
1640,100,100,2
1641,100,100,1
1642,0,0,2
1643,-4,-4,-4
1644,-4,-4,-4
1645,-4,-4,-4
1646,400,100,3
1647,0,0,-4
1648,-4,-4,-4
1649,-4,-4,-4
1650,-4,-4,2
1651,0,0,2
1652,-4,-4,-4
1653,100,0,2
1654,-4,-4,-4
1655,400,0,2
1656,300,0,2
1657,-4,-4,1
1658,325,0,2
1659,325,0,3
1660,-4,-4,-4
1661,-4,-4,-4
1662,-4,-4,-4
1663,400,100,2
1664,-4,-4,1
1665,-4,-4,-4
1666,-4,-4,-4
1667,-4,-4,0
1668,300,200,1
1669,-4,-4,-4
1670,-4,-4,-4
1671,0,0,3
1672,0,0,3
1673,200,0,2
1674,-4,-4,-4
1675,-4,-4,2
1676,-4,-4,-4
1677,100,0,2
1678,-4,-4,2
1679,100,0,2
1680,100,0,2
1681,-4,-4,-4
1682,-4,-4,-4
1683,-4,-4,-4
1684,-4,-4,-4
1685,-4,-4,-4
1686,0,0,2
1687,-4,-4,-4
1688,0,0,2
1689,200,300,1
1690,325,300,1
1691,525,400,1
1692,-4,-4,-4
1693,100,100,1
1694,500,0,3
1695,100,0,2
1696,300,0,2
1697,200,100,1
1698,-4,-4,-4
1699,0,0,3
1700,-4,-4,2
1701,-4,-4,2
1702,0,0,3
1703,-4,-4,-4
1704,100,200,2
1705,-4,-4,-4
1706,625,400,0
1707,-4,-4,-4
1708,775,375,1
1709,-4,-4,-4
1710,200,0,2
1711,-4,-4,-4
1712,-4,-4,3
1713,200,100,2
1714,-4,-4,-4
1715,-4,-4,-4
1716,625,375,1
1717,700,375,1
1718,-4,-4,-4
1719,700,400,1
1720,-4,-4,-4
1721,-4,-4,-4
1722,-4,-4,-4
1723,-4,-4,-4
1724,-4,-4,-4
1725,-4,-4,-4
1726,725,375,0
1727,725,400,3
1728,700,400,0
1729,875,500,1
1730,-4,-4,-4
1731,-4,-4,-4
1732,-4,-4,1
1733,-4,-4,-4
1734,-4,-4,1
1735,-4,-4,-4
1736,200,200,2
1737,-4,-4,-4
1738,-4,-4,-4
1739,400,100,1
1740,300,300,1
1741,525,300,1
1742,325,200,2
1743,0,200,3
1744,100,200,2
1745,-4,-4,1
1746,300,0,1
1747,700,200,1
1748,725,0,0
1749,-4,-4,3
1750,-4,-4,-4
1751,-4,-4,-4
1752,200,0,3
1753,-4,-4,-4
1754,-4,-4,-4
1755,-4,-4,-4
1756,-4,-4,-4
1757,0,0,3
1758,-4,-4,-4
1759,200,400,2
1760,-4,-4,-4
1761,-4,-4,-4
1762,-4,-4,-4
1763,-4,-4,1
1764,-4,-4,-4
1765,500,200,2
1766,0,-4,2
1767,225,-4,2
1768,-4,-4,-4
1769,-4,-4,-4
1770,-4,-4,-4
1771,-4,-4,-4
1772,0,0,3
1773,0,0,3
1774,100,0,3
1775,-4,-4,-4
1776,-4,-4,-4
1777,-4,-4,-4
1778,300,200,2
1779,100,200,1
1780,325,-4,2
1781,400,0,2
1782,-4,-4,-4
1783,-4,-4,-4
1784,100,0,3
1785,200,200,1
1786,-4,-4,-4
1787,100,200,3
1788,500,300,3
1789,500,300,2
1790,-4,-4,-4
1791,200,200,1
1792,-4,-4,-4
1793,500,0,2
1794,200,100,1
1795,-4,-4,-4
1796,-4,-4,-4
1797,0,0,2
1798,675,-4,2
1799,225,-4,2
1800,-4,-4,-4
1801,-4,-4,-4
1802,0,0,2
1803,-4,-4,-4
1804,200,200,1
1805,100,200,2
1806,0,100,2
1807,-4,-4,-4
1808,225,0,2
1809,-4,-4,-4
1810,400,100,0
1811,600,100,0
1812,0,0,3
1813,-4,-4,-4
1814,400,0,2
1815,-4,-4,-4
1816,-4,-4,-4
1817,300,100,2
1818,850,0,0
1819,-4,-4,-4
1820,-4,-4,-4
1821,-4,-4,-4
1822,-4,-4,-4
1823,200,0,2
1824,0,0,2
1825,0,0,2
1826,-4,-4,-4
1827,200,0,2
1828,200,0,2
1829,200,0,2
1830,-4,-4,-4
1831,0,0,2
1832,200,0,1
1833,500,0,1
1834,300,0,2
1835,-4,-4,-4
1836,500,0,3
1837,-4,-4,-4
1838,-4,-4,-4
1839,-4,-4,-4
1840,400,100,1
1841,200,100,2
1842,425,400,1
1843,-4,-4,1
1844,-4,-4,1
1845,525,500,1
1846,525,400,1
1847,325,0,3
1848,-4,-4,-4
1849,-4,-4,-4
1850,-4,-4,-4
1851,-4,-4,2
1852,-4,-4,-4
1853,-4,-4,-4
1854,-4,-4,-4
1855,-4,-4,-4
1856,-4,-4,-4
1857,100,0,3
1858,-4,-4,-4
1859,-4,-4,-4
1860,-4,-4,-4
1861,-4,-4,-4
1862,600,0,3
1863,-4,-4,-4
1864,-4,-4,-4
1865,-4,-4,-4
1866,0,0,2
1867,100,100,1
1868,-4,-4,0
1869,100,0,3
1870,-4,-4,3
1871,100,100,2
1872,-4,-4,-4
1873,-4,-4,-4
1874,300,100,2
1875,-4,-4,2
1876,-4,-4,-4
1877,-4,-4,-4
1878,700,200,2
1879,325,0,2
1880,100,0,2
1881,-4,-4,-4
1882,-4,-4,-4
1883,0,0,2
1884,-4,-4,-4
1885,200,0,3
1886,200,100,2
1887,0,0,3
1888,300,0,1
1889,-4,-4,-4
1890,800,100,2
1891,500,100,2
1892,-4,-4,-4
1893,0,0,2
1894,-4,-4,-4
1895,200,100,2
1896,100,0,2
1897,0,0,2
1898,0,0,3
1899,300,0,1
1900,200,0,1
1901,-4,-4,-4
1902,100,0,2
1903,-4,-4,-4
1904,0,0,2
1905,-4,-4,-4
1906,-4,-4,-4
1907,325,0,0
1908,-4,-4,-4
1909,200,0,2
1910,-4,-4,-4
1911,200,0,2
1912,325,0,2
1913,-4,-4,-4
1914,-4,-4,-4
1915,100,100,2
1916,100,0,3
1917,0,0,2
1918,0,0,3
1919,0,0,2
1920,100,0,2
1921,0,0,2
1922,200,0,3
1923,-4,-4,-4
1924,0,0,3
1925,-4,-4,-4
1926,-4,-4,-4
1927,-4,-4,-4
1928,-4,-4,-4
1929,325,300,1
1930,200,100,1
1931,400,100,3
1932,-4,-4,-4
1933,-4,-4,-4
1934,-4,-4,-4
1935,-4,-4,-4
1936,400,100,1
1937,-4,-4,-4
1938,-4,-4,-4
1939,-4,-4,-4
1940,200,0,1
1941,-4,-4,-4
1942,300,300,1
1943,-4,-4,-4
1944,400,200,1
1945,-4,-4,-4
1946,200,300,2
1947,300,200,3
1948,400,400,1
1949,325,200,1
1950,300,100,3
1951,600,200,1
1952,600,400,3
1953,525,500,0
1954,850,300,2
1955,425,375,2
1956,200,375,2
1957,-4,-4,-4
1958,200,400,3
1959,-4,-4,-4
1960,450,-4,1
1961,450,-4,2
1962,100,0,2
1963,100,0,2
1964,0,0,2
1965,300,100,2
1966,-4,-4,-4
1967,-4,-4,-4
1968,200,0,1
1969,0,0,2
1970,0,100,2
1971,-4,-4,-4
1972,0,0,2
1973,0,0,3
1974,-4,-4,1
1975,200,100,2
1976,0,0,2
1977,-4,-4,-4
1978,-4,-4,1
1979,100,0,2
1980,-4,-4,-4
1981,-4,-4,-4
1982,200,0,1
1983,-4,-4,2
1984,-4,-4,3
1985,-4,-4,-4
1986,100,0,3
1987,-4,-4,-4
1988,100,200,2
1989,-4,-4,-4
1990,-4,-4,-4
1991,225,-4,2
1992,-4,-4,-4
1993,325,300,2
1994,0,0,3
1995,-4,-4,-4
1996,100,0,3
1997,-4,-4,-4
1998,-4,-4,3
1999,625,500,1
2000,1100,400,1
2001,-4,-4,2
2002,400,400,1
2003,400,500,1
2004,-4,-4,-4
2005,1000,700,1
2006,500,600,2
2007,-4,-4,-4
2008,800,500,1
2009,-4,-4,-4
2010,600,500,1
2011,-4,-4,-4
2012,900,200,1
2013,400,300,1
2014,325,100,1
2015,-4,-4,-4
2016,-4,-4,-4
2017,-4,-4,-4
2018,-4,-4,-4
2019,-4,-4,-4
2020,-4,-4,1
2021,400,300,3
2022,-4,-4,-4
2023,-4,-4,-4
2024,200,100,1
2025,200,0,3
2026,200,0,2
2027,-4,-4,-4
2028,0,0,3
2029,400,100,1
2030,-4,-4,-4
2031,-4,-4,-4
2032,100,200,1
2033,100,0,3
2034,0,200,3
2035,-4,-4,-4
2036,0,100,2
2037,-4,-4,-4
2038,500,0,3
2039,0,200,2
2040,-4,-4,-4
2041,500,200,2
2042,-4,-4,-4
2043,0,0,3
2044,-4,-4,-4
2045,0,0,2
2046,-4,-4,-4
2047,-4,-4,2
2048,-4,-4,-4
2049,-4,-4,2
2050,-4,-4,-4
2051,-4,-4,3
2052,-4,-4,-4
2053,100,0,3
2054,-4,-4,-4
2055,500,0,2
2056,0,0,3
2057,300,0,2
2058,300,0,2
2059,-4,-4,-4
2060,0,0,2
2061,-4,-4,-4
2062,500,0,3
2063,-4,-4,-4
2064,-4,-4,-4
2065,325,250,1
2066,-4,-4,-4
2067,200,200,2
2068,0,200,2
2069,100,300,2
2070,200,0,2
2071,100,100,2
2072,100,100,3
2073,-4,-4,-4
2074,100,0,2
2075,200,0,2
2076,-4,-4,-4
2077,300,100,1
2078,300,0,1
2079,-4,-4,-4
2080,0,0,2
2081,400,0,2
2082,300,0,2
2083,-4,-4,-4
2084,100,0,3
2085,-4,-4,-4
2086,0,0,2
2087,-4,-4,2
2088,-4,-4,-4
2089,-4,-4,-4
2090,200,0,2
2091,-4,-4,-4
2092,0,0,3
2093,400,100,0
2094,0,0,3
2095,200,0,2
2096,100,200,2
2097,-4,-4,-4
2098,-4,-4,-4
2099,-4,-4,-4
2100,700,600,3
2101,-4,-4,2
2102,-4,-4,-4
2103,450,500,3
2104,700,0,1
2105,-4,-4,-4
2106,-4,-4,-4
2107,200,200,2
2108,300,300,1
2109,400,0,2
2110,-4,-4,-4
2111,-4,-4,-4
2112,-4,-4,-4
2113,0,0,2
2114,-4,-4,2
2115,-4,-4,-4
2116,-4,-4,-4
2117,700,200,0
2118,700,200,0
2119,-4,-4,-4
2120,0,0,3
2121,-4,-4,-4
2122,0,100,2
2123,-4,-4,-4
2124,800,0,2
2125,100,100,2
2126,400,0,2
2127,-4,-4,-4
2128,0,0,2
2129,-4,-4,1
2130,100,0,1
2131,-4,-4,-4
2132,100,0,1
2133,200,0,2
2134,-4,-4,-4
2135,300,0,1
2136,200,300,2
2137,100,0,2
2138,-4,-4,-4
2139,-4,-4,-4
2140,-4,-4,-4
2141,425,100,3
2142,100,0,2
2143,300,0,2
2144,0,0,3
2145,-4,-4,-4
2146,200,0,2
2147,-4,-4,-4
2148,-4,-4,-4
2149,225,100,2
2150,-4,-4,-4
2151,-4,-4,-4
2152,-4,-4,-4
2153,625,200,1
2154,-4,-4,-4
2155,-4,-4,-4
2156,-4,-4,-4
2157,-4,-4,-4
2158,625,200,1
2159,425,300,1
2160,425,200,1
2161,-4,-4,-4
2162,0,0,3
2163,-4,-4,-4
2164,200,100,2
2165,0,0,2
2166,325,100,2
2167,425,0,2
2168,-4,-4,-4
2169,100,0,2
2170,200,100,2
2171,100,0,3
2172,-4,-4,-4
2173,-4,-4,-4
2174,-4,-4,-4
2175,200,100,2
2176,-4,-4,-4
2177,100,0,3
2178,300,0,1
2179,400,0,2
2180,200,0,2
2181,0,0,2
2182,-4,-4,-4
2183,200,0,3
2184,-4,-4,-4
2185,0,0,2
2186,500,200,2
2187,200,0,2
2188,-4,-4,-4
2189,-4,-4,-4
2190,100,100,2
2191,400,100,2
2192,200,0,2
2193,-4,-4,-4
2194,600,100,1
2195,100,100,2
2196,-4,-4,-4
2197,-4,-4,2
2198,-4,-4,-4
2199,100,0,2
2200,100,0,3
2201,-4,-4,-4
2202,-4,-4,-4
2203,100,0,3
2204,-4,-4,-4
2205,-4,-4,-4
2206,100,125,3
2207,-4,-4,-4
2208,-4,-4,-4
2209,100,300,3
2210,-4,-4,-4
2211,0,125,3
2212,200,0,2
2213,300,200,3
2214,-4,-4,-4
2215,-4,-4,3
2216,-4,-4,-4
2217,-4,-4,-4
2218,300,300,2
2219,-4,-4,-4
2220,425,0,2
2221,-4,-4,-4
2222,-4,-4,-4
2223,-4,-4,-4
2224,600,200,2
2225,300,100,1
2226,100,0,2
2227,675,-4,1
2228,300,100,2
2229,200,0,1
2230,200,0,2
2231,700,0,3
2232,-4,-4,-4
2233,500,0,2
2234,-4,-4,-4
2235,0,0,2
2236,-4,-4,-4
2237,100,0,2
2238,-4,-4,-4
2239,-4,-4,-4
2240,-4,-4,-4
2241,-4,-4,3
2242,-4,-4,-4
2243,800,0,1
2244,-4,-4,2
2245,100,-4,2
2246,-4,-4,-4
2247,200,100,2
2248,200,100,1
2249,-4,-4,-4
2250,-4,-4,-4
2251,100,0,2
2252,-4,-4,-4
2253,300,0,2
2254,-4,-4,-4
2255,-4,-4,-4
2256,500,100,1
2257,-4,-4,-4
2258,100,0,2
2260,450,-4,2
2261,-4,-4,-4
2262,700,0,1
2263,100,0,2
2264,400,300,1
2265,425,400,1
2266,425,400,1
2267,300,100,2
2268,-4,-4,-4
2269,300,200,2
2270,-4,-4,-4
2271,-4,-4,-4
2272,200,100,3
2273,-4,-4,-4
2274,425,100,1
2275,-4,-4,-4
2276,0,200,2
2277,-4,-4,-4
2278,500,100,1
2279,0,0,2
2280,200,100,2
2281,-4,-4,-4
2282,200,300,2
2283,800,300,0
2284,-4,-4,-4
2285,700,400,2
2286,-4,-4,-4
2287,-4,-4,-4
2288,400,0,2
2289,100,0,1
2290,0,0,3
2291,-4,-4,-4
2292,-4,-4,-4
2293,-4,-4,-4
2294,-4,-4,-4
2295,-4,-4,-4
2296,100,300,2
2297,-4,-4,-4
2298,100,200,2
2299,200,200,2
2300,-4,-4,-4
2301,800,0,3
2302,525,300,1
2303,600,200,1
2304,-4,-4,-4
2305,400,300,1
2306,-4,-4,-4
2307,-4,-4,1
2308,1000,400,2
2309,200,200,3
2310,-4,-4,-4
2311,300,400,2
2312,-4,-4,-4
2313,400,400,1
2314,600,400,1
2315,200,300,2
2316,400,400,2
2317,800,400,1
2318,-4,-4,-4
2319,400,100,1
2320,-4,-4,-4
2321,200,100,2
2322,600,100,2
2323,-4,-4,-4
2324,300,100,2
2325,700,0,1
2326,-4,-4,-4
2327,325,0,1
2328,0,0,3
2329,-4,-4,-4
2330,0,0,2
2331,100,0,2
2332,100,0,3
2333,-4,-4,-4
2334,-4,-4,-4
2335,0,0,3
2336,200,0,2
2337,400,0,3
2338,100,0,3
2339,-4,-4,-4
2340,600,0,2
2341,200,0,1
2342,-4,-4,-4
2343,-4,-4,2
2344,0,0,3
2345,-4,-4,-4
2346,-4,-4,-4
2347,100,100,3
2348,300,0,3
2349,-4,-4,-4
2350,500,300,1
2351,400,300,1
2352,-4,-4,-4
2353,-4,-4,-4
2354,-4,-4,-4
2355,-4,-4,-4
2356,500,200,1
2357,-4,-4,1
2358,-4,-4,0
2359,-4,-4,-4
2360,525,500,2
2361,-4,-4,-4
2362,200,300,1
2363,-4,-4,-4
2364,200,300,2
2365,300,300,1
2366,-4,-4,-4
2367,-4,-4,-4
2368,900,200,1
2369,200,0,1
2370,-4,-4,-4
2371,0,200,2
2372,-4,-4,-4
2373,-4,-4,-4
2374,325,300,1
2375,100,200,1
2376,-4,-4,-4
2377,100,200,2
2378,-4,-4,-4
2379,100,100,1
2380,0,200,2
2381,0,100,3
2382,-4,-4,-4
2383,-4,-4,-4
2384,-4,-4,-4
2385,300,0,2
2386,-4,-4,-4
2387,-4,-4,-4
2388,700,0,2
2389,-4,-4,-4
2390,700,100,1
2391,500,100,1
2392,-4,-4,-4
2393,200,0,1
2394,-4,-4,3
2395,100,0,3
2396,-4,-4,-4
2397,-4,-4,-4
2398,0,0,2
2399,600,200,2
2400,400,200,3
2401,300,100,3
2402,400,300,2
2403,-4,-4,-4
2404,300,200,2
2405,-4,-4,-4
2406,0,100,2
2407,-4,-4,-4
2408,500,300,2
2409,-4,-4,-4
2410,100,200,2
2411,100,200,1
2412,-4,-4,-4
2413,100,100,2
2414,-4,-4,-4
2415,-4,-4,-4
2416,-4,-4,-4
2417,500,0,1
2418,-4,-4,-4
2419,200,100,1
2420,0,0,2
2421,-4,-4,-4
2422,-4,-4,-4
2423,-4,-4,-4
2424,200,0,3
2425,-4,-4,-4
2426,-4,-4,-4
2427,-4,-4,-4
2428,-4,-4,-4
2429,200,100,3
2430,-4,-4,-4
2431,200,100,2
2432,-4,-4,-4
2433,100,200,3
2434,-4,-4,-4
2435,400,100,3
2436,-4,-4,-4
2437,300,0,1
2438,200,200,2
2439,100,0,3
2440,-4,-4,-4
2441,-4,-4,-4
2442,200,200,1
2443,300,200,1
2444,700,100,2
2445,725,200,1
2446,500,100,1
2447,-4,-4,-4
2448,-4,-4,-4
2449,-4,-4,-4
2450,600,400,1
2451,400,400,2
2452,200,200,1
2453,525,200,2
2454,525,300,0
2455,400,300,1
2456,300,200,1
2457,400,200,2
2458,100,100,2
2459,-4,-4,-4
2460,100,0,2
2461,0,0,2
2462,-4,-4,-4
2463,100,0,2
2464,-4,-4,-4
2465,0,0,3
2466,0,0,2
2467,-4,-4,2
2468,200,200,2
2469,-4,-4,-4
2470,500,100,2
2471,-4,-4,-4
2472,200,0,2
2473,100,100,2
2474,0,100,2
2475,-4,-4,-4
2476,0,100,2
2477,0,100,2
2478,-4,-4,-4
2479,200,200,2
2480,-4,-4,-4
2481,200,200,1
2482,-4,-4,-4
2483,100,0,2
2484,200,0,2
2485,400,0,1
2486,-4,-4,-4
2487,-4,-4,1
2488,-4,-4,1
2489,-4,-4,-4
2490,300,200,1
2491,200,200,1
2492,-4,-4,-4
2493,0,200,2
2494,0,200,3
2495,-4,-4,-4
2496,0,200,3
2497,400,100,2
2498,-4,-4,-4
2499,-4,-4,-4
2500,0,200,2
2501,300,100,2
2502,500,300,2
2503,-4,-4,-4
2504,0,100,3
2505,500,500,2
2506,200,200,1
2507,200,200,1
2508,100,200,2
2509,-4,-4,-4
2510,525,300,1
2511,-4,-4,-4
2512,-4,-4,-4
2513,-4,-4,-4
2514,-4,-4,-4
2515,200,0,1
2516,-4,-4,-4
2517,325,125,1
2518,-4,-4,-4
2519,-4,-4,-4
2520,-4,-4,-4
2521,300,300,1
2522,-4,-4,-4
2523,0,0,3
2524,0,0,2
2525,100,100,2
2526,-4,-4,-4
2527,325,0,3
2528,-4,-4,-4
2529,-4,-4,-4
2530,-4,-4,-4
2531,300,300,2
2532,-4,-4,-4
2533,-4,-4,2
2534,-4,-4,1
2535,-4,-4,-4
2536,-4,-4,-4
2537,100,0,1
2538,-4,-4,-4
2539,100,125,1
2540,0,0,2
2541,100,0,2
2542,-4,-4,-4
2543,-4,-4,-4
2544,800,100,1
2545,-4,-4,-4
2546,-4,-4,-4
2547,-4,-4,-4
2548,0,0,2
2549,400,0,2
2550,300,0,2
2551,-4,-4,-4
2552,0,200,3
2553,-4,-4,-4
2554,-4,-4,-4
2555,-4,-4,-4
2556,-4,-4,-4
2557,100,200,2
2558,-4,-4,-4
2559,300,300,1
2560,-4,-4,-4
2561,-4,-4,-4
2562,400,200,1
2563,400,100,2
2564,600,0,2
2565,-4,-4,-4
2566,0,0,3
2567,-4,-4,-4
2568,-4,-4,-4
2569,0,100,2
2570,-4,-4,-4
2571,100,100,2
2572,100,0,2
2573,0,0,3
2574,-4,-4,-4
2575,-4,-4,-4
2576,100,0,3
2577,-4,-4,-4
2578,-4,-4,-4
2579,-4,-4,-4
2580,100,0,3
2581,100,0,2
2582,200,0,2
2583,100,0,3
2584,200,100,2
2585,-4,-4,-4
2586,400,100,2
2587,100,200,2
2588,400,200,2
2589,-4,-4,1
2590,-4,-4,-4
2591,-4,-4,-4
2592,-4,-4,-4
2593,0,0,3
2594,400,100,2
2595,-4,-4,-4
2596,-4,-4,-4
2597,-4,-4,2
2598,-4,-4,-4
2599,-4,-4,-4
2600,0,200,3
2601,-4,-4,-4
2602,600,100,1
2603,300,100,2
2604,300,200,1
2605,600,200,2
2606,-4,-4,-4
2607,-4,-4,-4
2608,200,100,2
2609,100,0,1
2610,0,100,2
2611,-4,-4,-4
2612,300,200,1
2613,-4,-4,-4
2614,400,100,1
2615,-4,-4,-4
2616,-4,-4,-4
2617,300,0,2
2618,200,0,1
2619,-4,-4,-4
2620,-4,-4,-4
2621,100,100,2
2622,-4,-4,-4
2623,0,0,2
2624,-4,-4,-4
2625,-4,-4,-4
2626,-4,-4,-4
2627,100,200,2
2628,0,0,2
2629,100,100,1
2630,100,100,1
2631,400,200,1
2632,-4,-4,2
2633,100,0,3
2634,-4,-4,-4
2635,200,0,2
2636,200,100,3
2637,-4,-4,-4
2638,-4,-4,-4
2639,-4,-4,-4
2640,0,0,3
2641,-4,-4,-4
2642,400,200,2
2643,1100,400,0
2644,300,400,1
2645,900,500,2
2648,200,0,1
2649,200,200,0
2650,200,200,2
2651,500,400,1
2652,0,100,2
2653,-4,-4,-4
2654,200,300,2
2655,-4,-4,2
2656,-4,-4,-4
2657,525,400,1
2658,-4,-4,-4
2659,-4,-4,-4
2660,-4,-4,-4
2661,0,0,2
2662,0,0,3
2663,-4,-4,-4
2664,-4,-4,-4
2665,0,0,2
2666,0,0,3
2667,100,0,3
2668,-4,-4,-4
2669,-4,-4,-4
2670,100,0,1
2671,-4,-4,-4
2672,-4,-4,-4
2673,0,0,2
2674,100,300,3
2675,200,300,2
2676,600,300,1
2677,0,100,2
2678,300,100,2
2679,-4,-4,-4
2680,-4,-4,-4
2681,-4,-4,-4
2682,200,200,1
2683,425,300,1
2684,400,300,1
2685,-4,-4,-4
2686,100,0,1
2687,-4,-4,2
2688,-4,-4,-4
2689,100,200,1
2690,300,400,1
2691,425,300,1
2692,-4,-4,-4
2693,-4,-4,-4
2694,-4,-4,-4
2695,-4,-4,-4
2696,700,200,1
2697,-4,-4,-4
2698,-4,-4,-4
2699,100,0,3
2700,200,100,3
2701,-4,-4,-4
2702,100,0,2
2703,-4,-4,-4
2704,-4,-4,-4
2705,-4,-4,-4
2706,300,300,2
2707,200,200,1
2708,300,200,1
2709,-4,-4,-4
2710,0,100,2
2711,100,0,1
2712,300,200,2
2713,200,200,2
2714,200,200,1
2715,-4,-4,-4
2716,625,400,2
2717,-4,-4,-4
2718,425,400,2
2719,200,300,2
2720,-4,-4,-4
2721,200,200,1
2722,-4,-4,-4
2723,200,300,2
2724,300,300,2
2725,100,0,3
2726,-4,-4,-4
2727,100,100,3
2728,0,0,3
2729,-4,-4,-4
2730,-4,-4,-4
2731,0,0,2
2732,0,0,2
2733,0,0,2
2734,0,0,2
2735,100,100,2
2736,100,0,2
2737,-4,-4,-4
2738,0,0,2
2739,-4,-4,-4
2740,-4,-4,-4
2741,-4,-4,-4
2742,-4,-4,-4
2743,-4,-4,-4
2744,-4,-4,-4
2745,525,0,0
2746,400,0,2
2747,-4,-4,-4
2748,300,0,2
2749,-4,-4,-4
2750,-4,-4,-4
2751,-4,-4,2
2752,-4,-4,-4
2753,0,200,2
2754,-4,-4,2
2755,-4,-4,3
2756,-4,-4,2
2757,100,100,3
2758,-4,-4,-4
2759,100,100,1
2760,-4,-4,-4
2761,100,0,3
2762,-4,-4,-4
2763,200,0,2
2764,-4,-4,3
2765,0,0,2
2766,200,100,2
2767,-4,-4,-4
2768,-4,-4,3
2769,-4,-4,-4
2770,-4,-4,-4
2771,-4,-4,-4
2772,0,0,3
2773,-4,-4,-4
2774,100,0,2
2775,0,0,2
2776,0,0,2
2777,-4,-4,-4
2778,100,0,3
2779,-4,-4,-4
2780,100,100,2
2781,-4,-4,-4
2782,-4,-4,-4
