"PUBID","FP_ADHRISKI","FP_ADPENVRI","FP_ADENRCHI"
2783,-4,-4,-4
2784,-4,-4,-4
2785,600,0,2
2786,100,0,1
2787,-4,-4,-4
2788,425,0,3
2789,200,100,1
2790,-4,-4,-4
2791,0,0,3
2792,100,0,3
2793,-4,-4,2
2794,-4,-4,-4
2795,-4,-4,-4
2796,-4,-4,3
2797,-4,-4,-4
2798,-4,-4,3
2799,-4,-4,-4
2800,-4,-4,-4
2801,400,0,2
2802,200,0,3
2803,-4,-4,-4
2804,0,0,3
2805,500,0,1
2806,0,0,3
2807,0,0,2
2808,-4,-4,1
2809,-4,-4,-4
2810,-4,-4,3
2811,200,100,1
2812,-4,-4,-4
2813,600,400,2
2814,-4,-4,-4
2815,800,300,1
2816,525,300,1
2817,200,100,2
2818,200,0,2
2819,-4,-4,-4
2820,425,300,1
2821,-4,-4,-4
2822,425,200,2
2823,-4,-4,-4
2824,-4,-4,-4
2825,600,400,1
2826,800,400,1
2827,-4,-4,0
2828,100,0,2
2829,-4,-4,-4
2830,300,100,2
2831,-4,-4,-4
2832,625,200,1
2833,0,0,2
2834,600,200,3
2835,-4,-4,-4
2836,-4,-4,-4
2837,-4,-4,-4
2838,-4,-4,3
2839,-4,-4,-4
2840,0,200,2
2841,-4,-4,1
2842,-4,-4,-4
2843,-4,-4,-4
2844,100,0,3
2845,500,0,1
2846,1000,500,0
2847,325,200,1
2848,-4,-4,-4
2849,700,500,1
2850,-4,-4,-4
2851,200,200,1
2852,-4,-4,2
2853,-4,-4,-4
2854,525,200,2
2855,-4,-4,-4
2856,200,0,2
2857,-4,-4,-4
2858,-4,-4,-4
2859,-4,-4,2
2860,-4,-4,-4
2861,-4,-4,0
2862,-4,-4,-4
2863,-4,-4,1
2864,-4,-4,1
2865,500,100,1
2866,-4,-4,-4
2867,500,100,1
2868,-4,-4,-4
2869,-4,-4,-4
2870,-4,-4,3
2871,-4,-4,-4
2872,200,0,3
2873,-4,-4,-4
2874,-4,-4,-4
2875,-4,-4,-4
2876,-4,-4,-4
2877,-4,-4,1
2878,-4,-4,-4
2879,-4,-4,-4
2880,200,100,1
2881,-4,-4,-4
2882,-4,-4,-4
2883,-4,-4,2
2884,200,100,1
2885,-4,-4,-4
2886,0,0,3
2887,0,0,2
2888,0,0,3
2889,-4,-4,-4
2890,200,0,3
2891,0,0,3
2892,-4,-4,-4
2893,-4,-4,1
2894,-4,-4,-4
2895,300,0,1
2896,-4,-4,-4
2897,200,100,3
2898,100,100,3
2899,-4,-4,-4
2900,-4,-4,-4
2901,800,300,1
2902,400,100,1
2903,-4,-4,1
2904,-4,-4,-4
2905,0,0,2
2906,0,0,2
2907,-4,-4,-4
2908,500,200,1
2909,700,300,0
2910,-4,-4,-4
2911,-4,-4,-4
2912,100,100,2
2913,400,100,2
2914,-4,-4,-4
2915,-4,-4,-4
2916,-4,-4,-4
2917,0,0,3
2918,200,100,1
2919,100,0,1
2920,500,200,1
2921,-4,-4,1
2922,-4,-4,1
2923,100,200,2
2924,200,200,1
2925,525,125,1
2926,400,0,2
2927,900,300,1
2928,-4,-4,-4
2929,300,100,2
2930,200,100,2
2931,-4,-4,-4
2932,-4,-4,-4
2933,0,100,2
2934,-4,-4,-4
2935,100,200,2
2936,500,300,1
2937,0,0,3
2938,-4,-4,-4
2939,0,0,3
2940,-4,-4,-4
2941,300,0,3
2942,-4,-4,-4
2943,100,100,2
2944,0,0,3
2945,-4,-4,-4
2946,0,0,3
2947,300,300,1
2948,500,100,1
2949,-4,-4,-4
2950,-4,-4,-4
2951,100,0,1
2952,200,100,3
2953,0,0,3
2954,200,0,3
2955,100,200,1
2956,-4,-4,-4
2957,-4,-4,-4
2958,-4,-4,-4
2959,-4,-4,-4
2960,0,0,2
2961,-4,-4,-4
2962,-4,-4,-4
2963,200,100,1
2964,-4,-4,-4
2965,425,100,2
2966,500,200,1
2967,700,200,1
2968,400,200,1
2969,-4,-4,2
2970,1000,500,1
2971,-4,-4,-4
2972,100,100,1
2973,-4,-4,-4
2974,0,0,2
2975,-4,-4,-4
2976,100,200,2
2977,-4,-4,-4
2978,-4,-4,-4
2979,100,0,2
2980,-4,-4,-4
2981,0,0,2
2982,0,100,2
2983,-4,-4,-4
2984,-4,-4,-4
2985,0,0,2
2986,-4,-4,-4
2987,300,0,3
2988,100,0,2
2989,100,100,2
2990,0,0,3
2991,-4,-4,-4
2992,-4,-4,-4
2993,100,0,2
2994,-4,-4,-4
2995,0,0,2
2996,-4,-4,-4
2997,-4,-4,-4
2998,-4,-4,-4
2999,200,0,1
3000,-4,-4,-4
3001,200,200,2
3002,-4,-4,-4
3003,400,100,2
3004,200,0,3
3005,100,0,3
3006,-4,-4,-4
3007,100,0,2
3008,200,0,2
3009,-4,-4,-4
3010,-4,-4,1
3011,-4,-4,2
3012,100,0,3
3013,100,100,2
3014,-4,-4,-4
3015,200,0,2
3016,100,0,1
3017,325,300,2
3018,200,100,2
3019,-4,-4,-4
3020,0,0,3
3021,-4,-4,-4
3022,0,0,2
3023,-4,-4,-4
3024,0,0,2
3025,200,100,1
3026,550,100,1
3027,0,100,2
3028,200,100,2
3029,-4,-4,-4
3030,500,100,2
3031,0,0,2
3032,500,0,1
3033,-4,0,-4
3034,200,0,1
3035,-4,-4,-4
3036,0,0,2
3037,0,0,2
3038,-4,-4,-4
3039,300,0,3
3040,300,200,1
3041,0,100,2
3042,-4,-4,-4
3043,200,200,2
3044,300,300,1
3045,100,200,1
3046,-4,-4,-4
3047,325,0,1
3048,-4,-4,-4
3049,300,0,2
3050,100,0,3
3051,200,0,2
3052,-4,-4,-4
3053,100,100,2
3054,-4,-4,-4
3055,400,200,2
3056,-4,-4,-4
3057,200,200,1
3058,200,200,1
3059,100,0,2
3060,-4,-4,-4
3061,-4,-4,-4
3062,100,200,2
3063,400,300,2
3064,200,200,2
3065,-4,-4,-4
3066,0,0,2
3067,-4,-4,-4
3068,200,200,2
3069,-4,-4,-4
3070,625,250,1
3071,-4,-4,-4
3072,400,100,2
3073,-4,-4,-4
3074,0,200,2
3075,200,0,1
3076,0,200,2
3077,100,200,3
3078,300,200,0
3079,100,0,2
3080,0,0,2
3081,-4,-4,-4
3082,0,0,2
3083,100,0,2
3084,-4,-4,-4
3085,0,100,3
3086,0,0,2
3087,200,200,3
3088,-4,-4,2
3089,-4,-4,-4
3090,-4,-4,-4
3091,0,0,3
3092,300,100,1
3093,100,0,2
3094,-4,-4,-4
3095,100,0,2
3096,-4,-4,3
3097,-4,-4,-4
3098,200,200,2
3099,0,0,3
3100,300,0,1
3101,850,400,2
3102,-4,-4,-4
3103,500,100,1
3104,-4,-4,-4
3105,-4,-4,-4
3106,300,100,1
3107,0,200,2
3108,-4,-4,-4
3109,-4,-4,2
3110,200,300,2
3111,-4,-4,-4
3112,0,100,2
3113,100,200,2
3114,-4,-4,-4
3115,-4,-4,-4
3116,725,500,1
3117,600,500,1
3118,-4,-4,-4
3119,-4,-4,-4
3120,400,200,1
3121,100,200,2
3122,600,100,1
3123,200,100,2
3124,-4,-4,-4
3125,100,0,1
3126,500,200,1
3127,100,200,3
3128,-4,-4,-4
3129,-4,-4,-4
3130,500,100,3
3131,-4,-4,-4
3132,-4,-4,-4
3134,200,200,3
3135,100,100,2
3136,0,100,3
3137,200,250,2
3138,-4,-4,-4
3139,-4,-4,-4
3140,0,0,2
3141,100,0,2
3142,-4,-4,-4
3143,100,100,2
3144,400,0,2
3145,0,0,2
3146,200,0,3
3147,300,0,2
3148,-4,-4,-4
3149,400,100,2
3150,100,200,3
3151,500,200,2
3152,-4,-4,-4
3153,200,0,2
3154,-4,-4,-4
3155,-4,-4,-4
3156,300,0,2
3157,-4,-4,-4
3158,-4,-4,2
3159,-4,-4,-4
3160,-4,-4,-4
3161,-4,-4,-4
3162,100,200,2
3163,-4,-4,-4
3164,200,0,3
3165,200,200,2
3166,-4,-4,-4
3167,725,0,0
3168,525,0,2
3169,200,0,1
3170,100,0,2
3171,0,0,2
3172,700,0,1
3173,-4,-4,-4
3174,100,100,1
3175,-4,-4,-4
3176,200,0,2
3177,200,100,2
3178,-4,-4,-4
3179,100,0,2
3180,-4,-4,-4
3181,0,0,2
3182,300,0,2
3183,300,200,3
3184,-4,-4,-4
3185,100,200,3
3186,-4,-4,-4
3187,0,0,2
3188,-4,-4,-4
3189,-4,-4,-4
3190,200,0,3
3191,0,0,2
3192,-4,-4,-4
3193,0,0,2
3194,0,200,3
3195,0,0,3
3196,-4,-4,-4
3197,-4,-4,-4
3198,100,0,2
3199,300,300,2
3200,-4,-4,-4
3201,400,300,1
3202,200,200,2
3203,800,300,0
3204,625,300,0
3205,950,100,1
3206,400,200,1
3207,-4,-4,-4
3208,600,100,2
3209,800,100,3
3210,200,0,3
3211,200,0,2
3212,300,0,2
3213,300,0,2
3214,0,0,3
3215,-4,-4,-4
3216,-4,-4,-4
3217,0,0,3
3218,0,0,2
3219,0,0,3
3220,100,0,2
3221,-4,-4,-4
3222,-4,-4,-4
3223,300,300,2
3224,100,250,3
3225,-4,-4,-4
3226,-4,-4,-4
3227,-4,-4,-4
3228,-4,-4,1
3229,-4,-4,1
3230,-4,-4,-4
3231,200,300,2
3232,100,200,1
3233,-4,-4,-4
3234,-4,-4,-4
3235,-4,-4,-4
3236,-4,-4,1
3237,-4,-4,-4
3238,-4,-4,-4
3239,200,0,2
3240,200,0,2
3241,200,200,3
3242,300,0,1
3243,-4,-4,-4
3244,400,0,2
3245,325,400,1
3246,-4,-4,-4
3247,-4,-4,-4
3248,-4,-4,-4
3249,-4,-4,-4
3250,-4,-4,-4
3251,300,200,1
3252,300,100,1
3253,0,0,3
3254,-4,-4,-4
3255,-4,-4,-4
3256,100,100,1
3257,-4,-4,-4
3258,-4,-4,-4
3259,-4,-4,-4
3260,600,0,1
3261,-4,-4,-4
3262,300,0,3
3263,-4,-4,-4
3264,-4,-4,-4
3265,-4,-4,-4
3266,-4,-4,-4
3267,400,0,1
3268,-4,-4,-4
3269,425,0,0
3270,-4,-4,-4
3271,-4,-4,-4
3272,400,0,2
3273,-4,-4,-4
3274,-4,-4,-4
3275,-4,-4,-4
3276,0,0,3
3277,-4,-4,-4
3278,100,0,2
3279,0,0,2
3280,-4,-4,-4
3281,100,100,2
3282,0,0,2
3283,-4,-4,-4
3284,0,0,3
3285,100,0,1
3286,325,0,0
3287,-4,-4,-4
3288,-4,-4,1
3289,325,300,2
3290,300,300,2
3291,-4,-4,-4
3292,325,100,1
3293,-4,-4,-4
3294,-4,-4,-4
3295,-4,-4,-4
3296,-4,-4,-4
3297,400,300,1
3298,-4,-4,-4
3299,525,300,2
3300,300,100,1
3301,325,100,1
3302,300,0,1
3303,400,100,2
3304,-4,-4,-4
3305,0,0,2
3306,-4,-4,-4
3307,-4,-4,-4
3308,-4,-4,-4
3309,-4,-4,1
3310,-4,-4,-4
3311,600,300,1
3312,-4,-4,-4
3313,200,100,1
3314,-4,-4,-4
3315,-4,-4,-4
3316,200,300,1
3317,200,300,2
3318,500,400,1
3319,-4,-4,-4
3320,0,0,2
3321,-4,-4,-4
3322,100,100,2
3323,-4,-4,-4
3324,200,100,2
3325,-4,-4,-4
3326,-4,-4,-4
3327,-4,-4,-4
3328,-4,-4,-4
3329,0,0,3
3330,-4,-4,-4
3331,-4,-4,2
3332,500,100,0
3333,-4,-4,1
3334,450,-4,1
3335,-4,-4,-4
3336,400,0,1
3337,-4,-4,-4
3338,0,0,2
3339,300,0,1
3340,400,0,1
3341,100,0,2
3342,-4,-4,-4
3343,200,0,1
3344,500,0,1
3345,-4,-4,-4
3346,-4,-4,-4
3347,100,200,2
3348,-4,-4,-4
3349,325,0,1
3350,-4,-4,-4
3351,525,0,2
3352,325,-4,1
3353,200,0,2
3354,-4,-4,-4
3355,0,0,2
3356,300,0,2
3357,-4,-4,2
3358,-4,-4,-4
3359,600,400,2
3360,200,200,2
3361,400,0,2
3362,100,200,2
3363,-4,-4,-4
3364,100,100,2
3365,300,200,1
3366,200,300,2
3367,-4,-4,-4
3368,0,0,3
3369,-4,-4,-4
3370,200,0,2
3371,100,0,3
3372,0,0,2
3373,300,100,2
3374,-4,-4,-4
3375,0,0,2
3376,100,100,2
3377,0,0,3
3378,0,0,2
3379,0,0,3
3380,0,0,3
3381,500,0,3
3382,600,300,0
3383,-4,-4,-4
3384,-4,-4,-4
3385,325,300,1
3386,-4,-4,-4
3387,0,0,2
3388,-4,-4,2
3389,100,0,2
3390,0,200,2
3391,0,200,3
3392,-4,-4,-4
3393,0,0,2
3394,225,-4,1
3395,225,-4,1
3396,-4,-4,-4
3397,450,0,1
3398,300,0,3
3399,-4,-4,2
3400,-4,-4,-4
3401,-4,-4,-4
3402,-4,-4,-4
3403,700,0,1
3405,-4,-4,2
3406,400,100,3
3407,300,100,1
3408,0,200,3
3409,200,0,1
3410,0,0,3
3411,-4,-4,-4
3412,200,100,1
3413,-4,-4,-4
3414,400,0,2
3415,200,0,2
3416,-4,-4,-4
3417,300,200,3
3418,0,0,3
3419,0,0,3
3420,600,0,2
3421,200,100,2
3422,0,100,2
3423,-4,-4,-4
3424,300,200,2
3425,325,375,2
3426,-4,-4,-4
3427,-4,-4,-4
3428,700,500,1
3429,100,100,2
3430,300,200,1
3431,-4,-4,2
3432,-4,-4,2
3433,850,250,1
3434,-4,-4,-4
3435,0,200,2
3436,450,-4,1
3437,575,-4,1
3438,300,200,1
3439,900,300,0
3440,-4,-4,-4
3441,-4,-4,-4
3442,-4,-4,-4
3443,200,300,1
3444,325,200,1
3445,-4,-4,-4
3446,-4,-4,-4
3447,100,0,2
3448,-4,-4,-4
3449,-4,-4,-4
3450,-4,-4,-4
3451,200,100,2
3452,-4,-4,3
3453,-4,-4,-4
3454,-4,-4,-4
3455,300,0,2
3456,200,100,3
3457,0,0,3
3458,0,0,2
3459,400,0,1
3460,-4,-4,-4
3461,-4,-4,3
3462,-4,-4,3
3463,0,0,2
3464,0,0,2
3465,-4,-4,-4
3466,200,200,1
3467,0,100,2
3468,0,0,2
3469,200,200,2
3470,-4,-4,-4
3471,100,100,3
3472,100,0,2
3473,300,0,2
3474,-4,-4,-4
3475,200,0,2
3476,500,100,3
3477,-4,-4,-4
3478,-4,-4,3
3479,-4,-4,-4
3480,-4,-4,-4
3481,-4,-4,-4
3482,0,200,3
3483,-4,-4,-4
3484,100,0,3
3485,400,100,2
3486,-4,-4,-4
3487,100,0,1
3488,-4,-4,-4
3489,0,200,2
3490,-4,-4,-4
3491,-4,-4,0
3492,-4,-4,-4
3493,300,200,1
3494,-4,-4,-4
3495,425,200,1
3496,100,200,2
3497,300,300,1
3498,200,200,2
3499,-4,-4,-4
3500,-4,-4,2
3501,-4,-4,-4
3502,-4,300,1
3503,-4,-4,-4
3504,300,100,1
3505,-4,-4,-4
3506,-4,-4,1
3507,-4,-4,-4
3508,400,300,2
3509,525,200,1
3510,-4,-4,-4
3511,-4,-4,-4
3512,-4,-4,-4
3513,-4,-4,3
3514,-4,-4,2
3515,300,300,2
3516,-4,-4,-4
3517,200,200,1
3518,-4,-4,2
3520,-4,-4,-4
3521,-4,-4,-4
3522,100,200,2
3523,-4,-4,2
3524,-4,-4,-4
3525,325,125,2
3526,-4,-4,-4
3527,200,200,3
3528,325,300,0
3529,100,0,3
3530,200,100,2
3531,-4,-4,-4
3532,525,400,2
3533,-4,-4,-4
3534,-4,-4,-4
3535,-4,-4,-4
3536,100,0,3
3537,0,100,2
3538,200,200,1
3539,300,300,2
3540,-4,-4,-4
3541,200,200,1
3542,200,200,2
3543,300,0,1
3544,200,0,1
3545,300,100,1
3546,-4,-4,-4
3547,200,200,2
3548,-4,-4,-4
3549,0,0,3
3550,-4,-4,-4
3551,-4,-4,-4
3552,100,100,1
3553,200,300,3
3554,200,300,3
3555,-4,-4,-4
3556,0,100,3
3557,400,300,1
3558,100,200,3
3559,-4,-4,-4
3560,400,100,1
3561,300,200,3
3562,-4,-4,-4
3563,100,0,1
3564,-4,-4,-4
3565,300,300,2
3566,-4,-4,1
3567,0,200,2
3568,200,200,1
3569,800,200,2
3570,400,200,2
3571,200,200,2
3572,200,200,1
3573,-4,-4,-4
3574,-4,-4,-4
3575,0,0,2
3576,200,200,2
3577,-4,-4,-4
3578,0,200,2
3579,0,100,3
3580,-4,-4,-4
3581,100,100,2
3582,0,100,2
3583,-4,-4,-4
3584,0,100,2
3585,100,100,2
3586,400,100,2
3587,-4,-4,-4
3588,325,300,1
3589,400,300,2
3590,-4,-4,-4
3591,300,100,2
3592,200,0,1
3593,-4,-4,-4
3594,100,0,2
3595,-4,-4,2
3596,-4,-4,-4
3597,700,100,1
3598,-4,-4,-4
3599,100,100,2
3600,-4,-4,-4
3601,200,0,1
3602,-4,-4,-4
3603,700,0,1
3604,400,0,1
3605,200,200,2
3606,0,0,2
3607,-4,-4,-4
3608,-4,-4,-4
3609,100,100,1
3610,-4,-4,-4
3611,-4,-4,-4
3612,-4,-4,2
3613,300,0,2
3614,0,0,3
3615,300,0,2
3616,200,0,1
3617,-4,-4,2
3618,-4,-4,2
3619,200,0,1
3620,100,0,2
3621,100,0,1
3622,-4,-4,-4
3623,0,0,2
3624,-4,-4,-4
3625,100,0,2
3626,700,0,1
3627,-4,-4,-4
3628,0,0,2
3629,-4,-4,-4
3630,-4,-4,1
3631,-4,-4,-4
3632,300,100,2
3633,-4,-4,-4
3634,200,0,2
3635,-4,-4,-4
3636,-4,-4,-4
3637,100,0,3
3638,-4,-4,-4
3639,200,200,1
3640,100,100,2
3641,200,0,3
3642,-4,-4,-4
3643,100,100,2
3644,100,100,1
3645,-4,-4,-4
3646,-4,-4,-4
3647,100,0,1
3648,-4,-4,-4
3649,400,100,1
3650,-4,-4,-4
3651,700,300,1
3652,300,300,1
3653,-4,-4,-4
3654,400,400,1
3655,300,300,1
3656,675,100,2
3657,0,100,3
3658,-4,-4,-4
3659,100,0,3
3660,100,0,1
3661,-4,-4,-4
3662,100,0,2
3663,-4,-4,-4
3664,-4,-4,-4
3665,200,0,2
3666,-4,-4,-4
3667,-4,-4,1
3668,-4,-4,-4
3669,400,0,1
3670,-4,-4,1
3671,725,300,1
3672,-4,-4,-4
3673,-4,-4,-4
3674,400,0,2
3675,600,200,1
3676,900,200,2
3677,-4,-4,-4
3678,-4,-4,1
3679,-4,-4,1
3680,200,0,2
3681,100,100,2
3682,100,100,1
3683,200,0,1
3684,200,0,2
3685,-4,-4,-4
3686,100,100,3
3687,-4,-4,-4
3688,425,200,1
3689,325,0,2
3690,500,200,1
3691,325,0,1
3692,300,200,2
3693,200,300,2
3694,-4,-4,-4
3695,-4,-4,-4
3696,500,400,1
3697,525,300,1
3698,725,300,0
3699,-4,-4,-4
3700,425,400,1
3701,525,500,1
3702,300,200,1
3703,200,0,1
3704,-4,-4,-4
3705,100,0,3
3706,-4,-4,-4
3707,-4,-4,-4
3709,100,200,1
3710,-4,-4,-4
3711,-4,-4,-4
3712,300,400,1
3713,-4,-4,-4
3714,400,0,2
3715,500,0,2
3716,-4,-4,-4
3717,-4,-4,-4
3718,200,200,1
3719,-4,-4,-4
3720,-4,-4,2
3721,-4,-4,1
3722,300,0,1
3723,-4,-4,2
3724,-4,-4,-4
3725,0,0,2
3726,-4,-4,-4
3727,200,100,2
3728,600,0,1
3729,-4,-4,-4
3730,200,0,1
3731,-4,-4,-4
3732,-4,-4,-4
3733,-4,-4,-4
3734,200,100,2
3735,-4,-4,-4
3736,-4,-4,-4
3737,300,100,1
3738,0,0,3
3739,-4,-4,-4
3740,300,0,3
3741,-4,-4,-4
3742,-4,-4,-4
3743,-4,-4,-4
3744,-4,-4,1
3745,100,100,2
3746,100,0,2
3747,800,0,1
3748,-4,-4,-4
3749,200,100,2
3750,-4,-4,-4
3751,100,0,2
3752,-4,-4,-4
3753,425,100,2
3754,0,0,3
3755,-4,-4,-4
3756,625,200,1
3757,-4,-4,-4
3758,0,100,2
3759,-4,-4,-4
3760,-4,-4,-4
3761,100,100,1
3762,-4,-4,-4
3763,-4,-4,-4
3764,500,0,1
3765,100,100,2
3766,200,0,2
3767,200,100,2
3768,-4,-4,-4
3769,425,100,1
3770,200,200,2
3771,200,0,2
3772,200,100,2
3773,300,100,2
3774,-4,-4,2
3775,-4,-4,3
3776,100,200,2
3777,-4,-4,-4
3778,-4,-4,-4
3779,200,200,1
3780,-4,-4,-4
3781,-4,-4,1
3782,-4,-4,-4
3783,100,100,1
3784,-4,-4,-4
3785,400,0,3
3786,0,0,3
3787,100,100,3
3788,-4,-4,3
3789,0,0,2
3790,-4,-4,-4
3791,-4,-4,-4
3792,-4,-4,1
3793,200,100,3
3794,-4,-4,-4
3795,100,100,2
3796,100,100,2
3797,325,200,1
3798,325,200,2
3799,-4,-4,-4
3800,-4,-4,2
3801,-4,-4,-4
3802,100,200,3
3803,-4,-4,-4
3804,100,0,1
3805,-4,-4,-4
3806,-4,-4,-4
3807,425,200,2
3808,-4,-4,-4
3809,500,400,1
3810,-4,-4,-4
3811,-4,-4,-4
3812,-4,-4,2
3813,-4,-4,2
3814,-4,-4,-4
3815,-4,-4,-4
3816,300,100,3
3817,0,0,2
3818,-4,-4,-4
3819,-4,-4,-4
3820,700,400,2
3821,300,0,2
3822,200,0,2
3823,425,0,2
3824,-4,-4,-4
3825,-4,-4,-4
3826,200,100,1
3827,100,100,1
3828,-4,-4,-4
3829,100,0,2
3830,-4,-4,-4
3831,600,400,2
3832,-4,-4,-4
3833,-4,-4,-4
3834,-4,-4,-4
3835,-4,-4,-4
3836,-4,-4,-4
3837,325,0,2
3838,200,0,3
3839,-4,-4,-4
3840,400,100,2
3841,-4,-4,1
3842,-4,-4,1
3843,500,0,2
3844,-4,-4,-4
3845,-4,-4,2
3846,-4,-4,3
3847,1525,500,1
3848,1050,375,1
3849,100,0,1
3850,-4,-4,-4
3851,500,0,3
3852,300,300,1
3853,300,400,3
3854,850,200,1
3855,-4,-4,-4
3856,200,200,1
3857,625,0,0
3858,425,400,-4
3859,-4,-4,-4
3860,425,200,2
3861,-4,0,-4
3862,500,100,2
3863,-4,-4,-4
3864,-4,-4,-4
3865,-4,-4,-4
3866,0,-4,2
3867,-4,-4,1
3868,-4,-4,2
3869,-4,-4,-4
3870,100,0,2
3871,-4,-4,-4
3872,-4,-4,-4
3873,-4,-4,-4
3874,100,100,3
3875,-4,-4,-4
3876,200,0,1
3877,300,300,1
3878,300,100,3
3879,300,100,1
3880,300,300,2
3881,500,100,2
3882,-4,-4,-4
3883,-4,-4,-4
3884,300,300,1
3885,200,100,1
3886,-4,-4,-4
3887,-4,-4,-4
3888,525,200,1
3889,-4,-4,-4
3890,600,0,2
3891,-4,-4,-4
3892,-4,-4,-4
3893,600,0,2
3894,-4,-4,-4
3895,-4,-4,-4
3896,0,0,3
3897,200,100,2
3898,300,0,1
3899,-4,-4,-4
3900,300,100,1
3901,200,125,1
3902,100,0,1
3903,-4,-4,-4
3904,-4,-4,-4
3905,-4,-4,-4
3906,0,0,3
3907,100,0,1
3908,100,300,2
3909,500,100,2
3910,300,100,1
3911,100,100,3
3912,-4,-4,-4
3913,500,0,1
3914,-4,-4,-4
3915,300,0,3
3916,200,0,1
3917,-4,-4,-4
3918,200,100,1
3919,550,100,1
3920,300,100,3
3921,-4,-4,-4
3922,-4,-4,1
3923,-4,-4,0
3924,-4,-4,2
3925,-4,-4,1
3926,-4,-4,1
3927,-4,-4,-4
3928,-4,-4,0
3929,200,100,3
3930,-4,-4,-4
3931,-4,-4,2
3932,-4,-4,-4
3933,-4,-4,-4
3934,-4,-4,1
3935,-4,-4,-4
3936,300,200,2
3937,0,0,2
3938,-4,-4,2
3939,200,0,2
3940,-4,-4,1
3941,100,0,1
3942,-4,-4,-4
3943,-4,-4,-4
3944,100,100,2
3945,-4,-4,-4
3946,600,0,1
3947,-4,-4,2
3948,325,100,1
3949,-4,-4,-4
3950,-4,-4,-4
3951,400,0,3
3952,-4,-4,-4
3953,-4,-4,-4
3954,-4,-4,1
3955,-4,-4,-4
3956,-4,-4,-4
3957,-4,-4,-4
3958,100,100,2
3959,400,100,2
3960,-4,-4,2
3961,-4,-4,-4
3962,0,0,2
3963,-4,-4,-4
3964,100,0,2
3965,0,0,2
3966,0,0,2
3967,0,0,3
3968,100,0,2
3969,100,0,1
3970,-4,-4,-4
3971,600,200,1
3972,-4,-4,-4
3973,100,200,2
3974,100,300,2
3975,-4,-4,-4
3976,-4,-4,2
3977,300,200,1
3978,-4,-4,-4
3979,-4,-4,-4
3980,200,0,3
3981,200,200,1
3982,-4,-4,-4
3983,100,200,2
3984,500,200,1
3985,-4,-4,-4
3986,300,100,1
3987,-4,-4,-4
3988,-4,-4,-4
3989,-4,-4,-4
3990,300,100,2
3991,-4,-4,-4
3992,-4,-4,-4
3993,100,100,2
3994,0,0,2
3995,1050,200,0
3996,800,300,0
3997,-4,-4,-4
3998,100,0,2
3999,525,0,2
4000,-4,-4,-4
4001,-4,-4,-4
4002,200,100,1
4003,-4,-4,-4
4004,0,0,3
4005,-4,-4,-4
4006,100,0,2
4007,-4,-4,-4
4008,100,0,2
4009,-4,-4,-4
4010,-4,-4,-4
4011,-4,-4,-4
4012,0,100,2
4013,0,100,2
4014,-4,-4,-4
4015,950,500,1
4016,-4,-4,-4
4017,100,200,1
4018,-4,-4,-4
4019,0,100,2
4020,-4,-4,-4
4021,-4,-4,-4
4022,200,0,3
4023,525,0,2
4024,300,0,2
4025,600,100,1
4026,-4,-4,-4
4027,200,200,2
4028,-4,-4,-4
4029,500,200,3
4030,-4,-4,-4
4031,-4,-4,-4
4032,-4,-4,-4
4033,-4,-4,-4
4034,-4,-4,-4
4035,-4,-4,-4
4036,400,100,1
4037,-4,-4,-4
4038,100,0,1
4039,300,100,3
4040,275,-4,2
4041,125,-4,2
4042,-4,-4,-4
4043,-4,-4,-4
4044,900,200,1
4045,100,100,2
4046,-4,-4,-4
4047,400,200,1
4048,-4,-4,-4
4049,-4,-4,-4
4050,-4,-4,-4
4051,-4,-4,-4
4052,-4,-4,-4
4053,-4,-4,-4
4054,-4,-4,-4
4055,200,300,1
4056,-4,-4,1
4057,-4,-4,-4
4058,400,100,2
4059,200,300,2
4060,100,125,3
4061,-4,-4,-4
4062,-4,-4,-4
4063,-4,-4,-4
4064,-4,-4,-4
4065,-4,-4,-4
4066,1200,300,0
4067,600,300,1
4068,-4,-4,-4
4069,-4,-4,1
4070,200,100,2
4071,300,300,2
4072,-4,-4,-4
4073,200,100,3
4074,700,400,2
4075,300,300,2
4076,200,200,1
4077,100,200,3
4078,-4,-4,-4
4079,225,250,2
4080,-4,-4,-4
4081,0,0,2
4082,-4,-4,-4
4083,-4,-4,3
4084,200,200,1
4085,-4,-4,-4
4086,425,125,1
4087,-4,-4,-4
4088,-4,-4,-4
4089,-4,-4,-4
4090,300,400,1
4091,300,300,3
4092,200,200,2
4093,-4,-4,-4
4094,325,300,1
4095,-4,-4,-4
4096,200,200,1
4097,200,100,2
4098,-4,-4,-4
4099,-4,-4,-4
4100,0,0,3
4101,0,0,3
4102,-4,-4,-4
4103,-4,-4,-4
4104,700,0,2
4105,-4,-4,-4
4106,0,0,3
4107,100,0,3
4108,-4,-4,-4
4109,0,0,3
4110,-4,-4,-4
4111,0,0,3
4112,-4,-4,-4
4113,100,0,2
4114,200,100,1
4115,-4,-4,-4
4116,100,200,2
4117,-4,-4,-4
4118,-4,-4,-4
4119,-4,-4,-4
4120,-4,-4,-4
4121,400,300,1
4122,-4,-4,-4
4123,-4,-4,-4
4124,800,400,1
4125,-4,-4,-4
4126,725,400,1
4127,625,400,1
4128,300,300,1
4129,400,0,1
4130,300,0,2
4131,-4,-4,-4
4132,200,0,1
4133,400,0,1
4134,0,0,2
4135,0,0,2
4136,-4,-4,-4
